"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. ramorum","Rhododendron ponticum","Ireland","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Rhododendron wardii","Germany","Germany","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Czech Republic","Czechoslovakia","Middle Europe","Europe",3,NA
"P. ramorum","Rhododendron yakushimanum","Germany","Germany","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. ramorum","Rosa californica","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rosa gymnocarpa","0","0","0","Northern America",2,NA
"P. ramorum","Rosa gymnocarpa","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Rubus spectabilis","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia sempervirens","0","0","0","Northern America",5,NA
"P. ramorum","Sequoia sempervirens","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Toxicodendron diversilobum","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia californica","0","0","0","Northern America",14,NA
"P. ramorum","Umbellularia californica","California","California","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia californica","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia californica","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Vaccinium myrtillus","Ireland","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Vaccinium myrtillus","Norway","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Vaccinium ovatum","0","0","0","Northern America",5,NA
"P. ramorum","Vaccinium ovatum","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Vaccinium ovatum","Oregon","Oregon","Northwestern U.S.A.","Northern America",5,NA
"P. ramorum","Vaccinium parvifolium","Washington","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Viburnum davidi","Ireland","Ireland","Northern Europe","Europe",3,NA
"P. ramorum","Viburnum farreri","Germany","Germany","Middle Europe","Europe",4,NA
"P. ramorum","Viburnum farreri","Slovenia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Viburnum farreri","Switzerland","Switzerland","Middle Europe","Europe",3,NA
"P. ramorum","Viburnum plicatum","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. ramorum","Viburnum plicatum","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. ramorum","Viburnum plicatum","Switzerland","Switzerland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Viburnum plicatum","Washington","Washington","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum tinus","0","0","0","Northern America",1,"Yes"
"P. ramorum","Viburnum tinus","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum tinus","Croatia","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Viburnum tinus","France","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Viburnum tinus","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. ramorum","Viburnum tinus","Greece","Greece","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum tinus","Ireland","Ireland","Northern Europe","Europe",11,"Yes"
"P. ramorum","Viburnum tinus","Italy","Italy","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum tinus","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. ramorum","Viburnum tinus","Spain","Spain","Southwestern Europe","Europe",3,"Yes"
"P. ramorum","Viburnum tinus","Western Australia","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum × bodnantense","0","0","0","0",1,"Yes"
"P. ramorum","Viburnum × bodnantense","0","0","0","Northern America",1,"Yes"
"P. ramorum","Viburnum × bodnantense","Belgium","Belgium","Middle Europe","Europe",7,"Yes"
"P. ramorum","Viburnum × bodnantense","France","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Viburnum × bodnantense","Germany","Germany","Middle Europe","Europe",7,"Yes"
"P. ramorum","Viburnum × bodnantense","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. ramorum","Viburnum × bodnantense","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. ramorum","Viburnum × bodnantense","Slovenia","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum × bodnantense","Switzerland","Switzerland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Vinca minor","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
